epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,3533.65,2.07424,1.1417,2.68918,0.94416,0.98171,0.97954,0.67735,2.42087,0.8042,3.43363,0.0070894,0.0070894,0.0070894
149,3557.42,2.05805,1.17091,2.69466,0.96931,0.98171,0.98554,0.68159,2.38209,0.80278,3.35208,0.0070696,0.0070696,0.0070696
150,3581.14,2.07752,1.18297,2.68514,0.94982,0.96341,0.98714,0.69949,2.3475,0.80345,3.29928,0.0070498,0.0070498,0.0070498
151,3605.47,2.00255,1.09312,2.62764,0.96846,0.93626,0.98626,0.68454,2.39121,0.80995,3.31656,0.00703,0.00703,0.00703
152,3629.19,1.9943,1.11314,2.61874,0.94375,0.97561,0.98248,0.68297,2.39078,0.79101,3.36367,0.0070102,0.0070102,0.0070102
153,3652.82,2.01353,1.1242,2.6275,0.94073,0.9878,0.97192,0.67373,2.33417,0.8125,3.343,0.0069904,0.0069904,0.0069904
154,3676.81,2.01637,1.11936,2.61996,0.93691,0.96341,0.98271,0.68626,2.34796,0.79739,3.3724,0.0069706,0.0069706,0.0069706
155,3700.65,1.96275,1.08519,2.60266,0.9254,0.9878,0.97849,0.67561,2.31805,0.81233,3.36343,0.0069508,0.0069508,0.0069508
156,3724.45,1.98768,1.12627,2.64253,0.95781,0.96894,0.98063,0.69222,2.31367,0.79152,3.30033,0.006931,0.006931,0.006931
157,3748.42,2.01537,1.18418,2.64183,0.94603,0.962,0.97973,0.68277,2.38484,0.8097,3.33558,0.0069112,0.0069112,0.0069112
158,3772.44,2.02621,1.17193,2.66633,0.96392,0.98171,0.98904,0.69897,2.29988,0.77335,3.31297,0.0068914,0.0068914,0.0068914
159,3796.25,1.99934,1.13314,2.63419,0.94175,0.98591,0.98382,0.68711,2.3778,0.78837,3.31849,0.0068716,0.0068716,0.0068716
160,3819.88,1.98128,1.14528,2.63441,0.94575,0.95673,0.98023,0.70209,2.29099,0.79812,3.25803,0.0068518,0.0068518,0.0068518
161,3844.19,2.01536,1.17419,2.6392,0.95189,0.96518,0.98339,0.69741,2.33052,0.76492,3.31687,0.006832,0.006832,0.006832
162,3868.01,1.99579,1.15699,2.62628,0.96295,0.96951,0.98262,0.6785,2.40272,0.79048,3.34497,0.0068122,0.0068122,0.0068122
163,3891.77,1.9602,1.11233,2.63045,0.96412,0.98316,0.98707,0.69721,2.29217,0.76681,3.27483,0.0067924,0.0067924,0.0067924
164,3915.8,1.95284,1.1362,2.59541,0.9422,0.97561,0.97799,0.68498,2.31602,0.81126,3.31077,0.0067726,0.0067726,0.0067726
165,3939.65,1.9022,1.08409,2.56048,0.96783,0.97561,0.98823,0.69872,2.3612,0.80457,3.33524,0.0067528,0.0067528,0.0067528
166,3963.37,1.96201,1.11805,2.60007,0.93411,0.98171,0.98275,0.67506,2.41836,0.83449,3.42601,0.006733,0.006733,0.006733
167,3987.07,1.9529,1.11475,2.59624,0.94222,0.94512,0.98144,0.6793,2.38035,0.8517,3.44136,0.0067132,0.0067132,0.0067132
168,4010.86,1.93773,1.10968,2.59075,0.94783,0.96341,0.98527,0.695,2.30535,0.81568,3.30351,0.0066934,0.0066934,0.0066934
169,4035.15,1.94971,1.12279,2.58231,0.96784,0.96951,0.98404,0.68926,2.34982,0.74682,3.31656,0.0066736,0.0066736,0.0066736
170,4058.92,1.86238,1.00747,2.50417,0.95752,0.96207,0.98567,0.69335,2.31823,0.79876,3.33483,0.0066538,0.0066538,0.0066538
171,4082.77,1.9334,1.09865,2.55569,0.93331,0.95732,0.97882,0.67744,2.38158,0.83289,3.40204,0.006634,0.006634,0.006634
172,4106.33,1.93594,1.06552,2.57474,0.95061,0.93888,0.9708,0.67892,2.3612,0.80128,3.31714,0.0066142,0.0066142,0.0066142
173,4130,1.9046,1.07106,2.56637,0.9198,0.97899,0.98481,0.69304,2.31484,0.79495,3.34579,0.0065944,0.0065944,0.0065944
174,4154.04,1.92444,1.06952,2.56443,0.95235,0.97495,0.98048,0.66929,2.36952,0.79963,3.39661,0.0065746,0.0065746,0.0065746
175,4177.9,1.95431,1.08283,2.57694,0.93881,0.96951,0.98126,0.68937,2.35564,0.79817,3.35691,0.0065548,0.0065548,0.0065548
176,4201.61,1.93539,1.09167,2.57678,0.96909,0.95591,0.98455,0.68272,2.31931,0.77092,3.31751,0.006535,0.006535,0.006535
177,4225.32,1.89165,1.07602,2.5918,0.96368,0.97082,0.9893,0.67418,2.31984,0.78661,3.31065,0.0065152,0.0065152,0.0065152
178,4249.04,1.9192,1.07562,2.57816,0.9409,0.97077,0.97618,0.68749,2.30854,0.78955,3.3492,0.0064954,0.0064954,0.0064954
179,4272.95,1.87293,1.06136,2.54091,0.94691,0.97881,0.98281,0.69061,2.32259,0.81241,3.33449,0.0064756,0.0064756,0.0064756
180,4296.75,1.8637,1.07469,2.53182,0.95856,0.9872,0.98597,0.65273,2.36054,0.86845,3.38343,0.0064558,0.0064558,0.0064558
181,4320.62,1.90091,1.09543,2.58434,0.96729,0.95122,0.98357,0.67301,2.32939,0.81685,3.34921,0.006436,0.006436,0.006436
182,4344.23,1.8753,1.07521,2.51829,0.94535,0.94934,0.9821,0.67806,2.34586,0.80262,3.38568,0.0064162,0.0064162,0.0064162
