epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,4071.3,1.21285,0.63461,1.17739,0.9082,0.93516,0.96759,0.6364,1.21823,0.5546,1.22073,0.0079408,0.0079408,0.0079408
106,4110.47,1.21852,0.63428,1.17577,0.88013,0.94978,0.96579,0.64535,1.21373,0.56733,1.21809,0.007921,0.007921,0.007921
107,4149.59,1.20438,0.62981,1.17231,0.88663,0.95718,0.96839,0.63939,1.21649,0.54429,1.22694,0.0079012,0.0079012,0.0079012
108,4187.88,1.19762,0.62447,1.15132,0.91007,0.93651,0.96583,0.62894,1.2363,0.57072,1.23095,0.0078814,0.0078814,0.0078814
109,4227.44,1.19927,0.62221,1.16935,0.90811,0.92935,0.96675,0.65096,1.20358,0.54171,1.20974,0.0078616,0.0078616,0.0078616
110,4267.4,1.22169,0.63732,1.1761,0.91249,0.93333,0.96371,0.64727,1.20851,0.55262,1.21743,0.0078418,0.0078418,0.0078418
111,4306.27,1.21518,0.63067,1.16651,0.88658,0.95671,0.96655,0.64017,1.20231,0.55053,1.21039,0.007822,0.007822,0.007822
112,4344.39,1.19026,0.61926,1.16124,0.90136,0.92741,0.96574,0.64312,1.20983,0.55042,1.21091,0.0078022,0.0078022,0.0078022
113,4381.38,1.19183,0.62895,1.16179,0.89803,0.93768,0.96533,0.63287,1.22638,0.56727,1.23264,0.0077824,0.0077824,0.0077824
114,4419.97,1.19974,0.61887,1.1566,0.90883,0.94428,0.96475,0.64317,1.21199,0.55375,1.21954,0.0077626,0.0077626,0.0077626
115,4458.5,1.17986,0.61405,1.15309,0.89533,0.9393,0.96349,0.64135,1.20537,0.5448,1.21381,0.0077428,0.0077428,0.0077428
116,4496.85,1.18633,0.62098,1.15357,0.91731,0.9383,0.96789,0.65344,1.19871,0.54068,1.21174,0.007723,0.007723,0.007723
117,4535.86,1.17832,0.61927,1.16336,0.91021,0.92793,0.96154,0.64265,1.22066,0.55017,1.22036,0.0077032,0.0077032,0.0077032
