epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,6129.63,1.13867,0.56851,1.13326,0.90009,0.94129,0.96343,0.63321,1.24465,0.5509,1.23941,0.0074854,0.0074854,0.0074854
129,6178.3,1.14177,0.57823,1.13425,0.90615,0.95107,0.96896,0.65127,1.22458,0.52823,1.23148,0.0074656,0.0074656,0.0074656
130,6234.23,1.1471,0.58662,1.13014,0.90203,0.94363,0.96803,0.64104,1.23077,0.54679,1.2332,0.0074458,0.0074458,0.0074458
131,6282.93,1.14182,0.57947,1.13356,0.86725,0.93831,0.95567,0.60418,1.28624,0.60389,1.28918,0.007426,0.007426,0.007426
132,6331.24,1.14073,0.57533,1.14168,0.90428,0.93532,0.96657,0.64682,1.20995,0.53353,1.22313,0.0074062,0.0074062,0.0074062
133,6389.12,1.14484,0.58134,1.12969,0.91308,0.93029,0.96501,0.63749,1.22303,0.54172,1.22487,0.0073864,0.0073864,0.0073864
134,6443.38,1.14795,0.57474,1.13783,0.87669,0.94129,0.9565,0.62118,1.23407,0.58088,1.24045,0.0073666,0.0073666,0.0073666
135,6491.9,1.14144,0.57528,1.13776,0.89635,0.94229,0.96137,0.63191,1.23331,0.58137,1.23759,0.0073468,0.0073468,0.0073468
136,6539.86,1.14377,0.58793,1.13658,0.90823,0.95124,0.96709,0.64529,1.23796,0.53197,1.23223,0.007327,0.007327,0.007327
137,6586.62,1.14725,0.58601,1.13203,0.88611,0.94229,0.96187,0.63539,1.23425,0.55118,1.24307,0.0073072,0.0073072,0.0073072
138,6634.01,1.1118,0.57018,1.1284,0.88203,0.93333,0.95825,0.62984,1.24224,0.56368,1.23936,0.0072874,0.0072874,0.0072874
139,6681.81,1.12646,0.56688,1.11175,0.90736,0.93831,0.96328,0.6412,1.21942,0.54321,1.22633,0.0072676,0.0072676,0.0072676
140,6729.12,1.13197,0.57437,1.1274,0.88175,0.94328,0.95994,0.62388,1.26343,0.57646,1.25701,0.0072478,0.0072478,0.0072478
141,6775.93,1.12023,0.56396,1.12077,0.90453,0.93336,0.96548,0.64815,1.21947,0.53208,1.2251,0.007228,0.007228,0.007228
142,6821.88,1.11724,0.57173,1.12266,0.89867,0.93632,0.96415,0.64804,1.20441,0.54402,1.21586,0.0072082,0.0072082,0.0072082
143,6868.27,1.10837,0.55875,1.11562,0.88619,0.94523,0.96432,0.64681,1.21866,0.52863,1.22608,0.0071884,0.0071884,0.0071884
144,6914.3,1.11427,0.56046,1.12232,0.90502,0.94428,0.9699,0.64545,1.21892,0.52382,1.22552,0.0071686,0.0071686,0.0071686
145,6960.83,1.09778,0.55229,1.10833,0.88105,0.94332,0.95788,0.61742,1.28338,0.58108,1.27934,0.0071488,0.0071488,0.0071488
146,7006.59,1.12924,0.56757,1.12232,0.90647,0.92576,0.96614,0.64962,1.21268,0.53011,1.21879,0.007129,0.007129,0.007129
147,7054.02,1.11844,0.5693,1.1269,0.88285,0.95229,0.96485,0.6389,1.23506,0.55168,1.24203,0.0071092,0.0071092,0.0071092
